shift,rep,detector,total_detections,false_alarms,post_drift_detections,false_alarm_rate,first_post_drift_detection,detection_delay,detected,calibration_threshold
naming,245,Page-Hinkley,0,0,0,0.0,,,False,
naming,245,Boundary-Aware,9,4,5,0.07692307692307693,1825.0,450.0,True,1.6724982407214433
naming,246,ADWIN,0,0,0,0.0,,,False,
naming,246,Page-Hinkley,0,0,0,0.0,,,False,
naming,246,Boundary-Aware,18,4,14,0.07692307692307693,1375.0,0.0,True,2.4644049451423315
naming,247,ADWIN,0,0,0,0.0,,,False,
naming,247,Page-Hinkley,0,0,0,0.0,,,False,
naming,247,Boundary-Aware,7,4,3,0.07692307692307693,1525.0,150.0,True,2.3723090732433976
naming,248,ADWIN,0,0,0,0.0,,,False,
naming,248,Page-Hinkley,0,0,0,0.0,,,False,
naming,248,Boundary-Aware,24,11,13,0.21153846153846154,1450.0,75.0,True,1.8301844975263126
naming,249,ADWIN,0,0,0,0.0,,,False,
naming,249,Page-Hinkley,0,0,0,0.0,,,False,
naming,249,Boundary-Aware,16,3,13,0.057692307692307696,1725.0,350.0,True,2.088410043568827
naming,250,ADWIN,0,0,0,0.0,,,False,
naming,250,Page-Hinkley,0,0,0,0.0,,,False,
naming,250,Boundary-Aware,2,2,0,0.038461538461538464,,,False,2.5720840408071055
naming,251,ADWIN,0,0,0,0.0,,,False,
naming,251,Page-Hinkley,0,0,0,0.0,,,False,
naming,251,Boundary-Aware,16,5,11,0.09615384615384616,1625.0,250.0,True,1.667356717055466
naming,252,ADWIN,0,0,0,0.0,,,False,
naming,252,Page-Hinkley,0,0,0,0.0,,,False,
naming,252,Boundary-Aware,9,5,4,0.09615384615384616,1375.0,0.0,True,2.5853325162502445
naming,253,ADWIN,0,0,0,0.0,,,False,
naming,253,Page-Hinkley,0,0,0,0.0,,,False,
naming,253,Boundary-Aware,2,1,1,0.019230769230769232,1925.0,550.0,True,2.504634847931219
naming,254,ADWIN,0,0,0,0.0,,,False,
naming,254,Page-Hinkley,0,0,0,0.0,,,False,
naming,254,Boundary-Aware,6,1,5,0.019230769230769232,1975.0,600.0,True,1.9811407932588496
naming,255,ADWIN,0,0,0,0.0,,,False,
naming,255,Page-Hinkley,0,0,0,0.0,,,False,
naming,255,Boundary-Aware,2,2,0,0.038461538461538464,,,False,2.3106988747134536
naming,256,ADWIN,0,0,0,0.0,,,False,
naming,256,Page-Hinkley,0,0,0,0.0,,,False,
naming,256,Boundary-Aware,13,3,10,0.057692307692307696,1475.0,100.0,True,2.4059050573127174
naming,257,ADWIN,0,0,0,0.0,,,False,
naming,257,Page-Hinkley,0,0,0,0.0,,,False,
naming,257,Boundary-Aware,16,4,12,0.07692307692307693,1650.0,275.0,True,1.909865337995159
naming,258,ADWIN,0,0,0,0.0,,,False,
naming,258,Page-Hinkley,0,0,0,0.0,,,False,
naming,258,Boundary-Aware,16,6,10,0.11538461538461539,1500.0,125.0,True,1.8571345794878296
naming,259,ADWIN,0,0,0,0.0,,,False,
naming,259,Page-Hinkley,0,0,0,0.0,,,False,
naming,259,Boundary-Aware,7,2,5,0.038461538461538464,1500.0,125.0,True,1.941119390958166
naming,260,ADWIN,0,0,0,0.0,,,False,
naming,260,Page-Hinkley,0,0,0,0.0,,,False,
naming,260,Boundary-Aware,11,4,7,0.07692307692307693,1575.0,200.0,True,2.4718768339252897
naming,261,ADWIN,0,0,0,0.0,,,False,
naming,261,Page-Hinkley,0,0,0,0.0,,,False,
naming,261,Boundary-Aware,10,5,5,0.09615384615384616,1450.0,75.0,True,2.365608267967899
naming,262,ADWIN,0,0,0,0.0,,,False,
naming,262,Page-Hinkley,0,0,0,0.0,,,False,
naming,262,Boundary-Aware,2,1,1,0.019230769230769232,1425.0,50.0,True,2.316048660247025
naming,263,ADWIN,0,0,0,0.0,,,False,
naming,263,Page-Hinkley,0,0,0,0.0,,,False,
naming,263,Boundary-Aware,6,3,3,0.057692307692307696,1375.0,0.0,True,2.6000996707716797
naming,264,ADWIN,0,0,0,0.0,,,False,
naming,264,Page-Hinkley,0,0,0,0.0,,,False,
naming,264,Boundary-Aware,23,10,13,0.19230769230769232,1375.0,0.0,True,1.7031949624299283
naming,265,ADWIN,0,0,0,0.0,,,False,
naming,265,Page-Hinkley,0,0,0,0.0,,,False,
naming,265,Boundary-Aware,9,1,8,0.019230769230769232,1450.0,75.0,True,2.164234702777675
naming,266,ADWIN,0,0,0,0.0,,,False,
naming,266,Page-Hinkley,0,0,0,0.0,,,False,
naming,266,Boundary-Aware,9,3,6,0.057692307692307696,1600.0,225.0,True,1.8313661470746678
naming,267,ADWIN,0,0,0,0.0,,,False,
naming,267,Page-Hinkley,0,0,0,0.0,,,False,
naming,267,Boundary-Aware,2,2,0,0.038461538461538464,,,False,2.461922786438884
naming,268,ADWIN,0,0,0,0.0,,,False,
naming,268,Page-Hinkley,0,0,0,0.0,,,False,
naming,268,Boundary-Aware,5,2,3,0.038461538461538464,1575.0,200.0,True,2.203354366634383
naming,269,ADWIN,0,0,0,0.0,,,False,
naming,269,Page-Hinkley,0,0,0,0.0,,,False,
naming,269,Boundary-Aware,22,5,17,0.09615384615384616,1400.0,25.0,True,2.7605644022568985
naming,270,ADWIN,0,0,0,0.0,,,False,
naming,270,Page-Hinkley,0,0,0,0.0,,,False,
naming,270,Boundary-Aware,4,2,2,0.038461538461538464,1500.0,125.0,True,2.74306016745003
naming,271,ADWIN,0,0,0,0.0,,,False,
naming,271,Page-Hinkley,0,0,0,0.0,,,False,
naming,271,Boundary-Aware,10,1,9,0.019230769230769232,1575.0,200.0,True,1.851256576683294
naming,272,ADWIN,0,0,0,0.0,,,False,
naming,272,Page-Hinkley,0,0,0,0.0,,,False,
naming,272,Boundary-Aware,5,4,1,0.07692307692307693,1375.0,0.0,True,2.64659736808026
naming,273,ADWIN,0,0,0,0.0,,,False,
naming,273,Page-Hinkley,0,0,0,0.0,,,False,
naming,273,Boundary-Aware,6,4,2,0.07692307692307693,1575.0,200.0,True,1.8957615850097307
naming,274,ADWIN,0,0,0,0.0,,,False,
naming,274,Page-Hinkley,0,0,0,0.0,,,False,
naming,274,Boundary-Aware,20,3,17,0.057692307692307696,1375.0,0.0,True,2.063493659353217
naming,275,ADWIN,0,0,0,0.0,,,False,
naming,275,Page-Hinkley,0,0,0,0.0,,,False,
naming,275,Boundary-Aware,7,3,4,0.057692307692307696,1825.0,450.0,True,2.2812223343562064
naming,276,ADWIN,0,0,0,0.0,,,False,
naming,276,Page-Hinkley,0,0,0,0.0,,,False,
naming,276,Boundary-Aware,6,2,4,0.038461538461538464,1875.0,500.0,True,2.3710883510621734
naming,277,ADWIN,0,0,0,0.0,,,False,
naming,277,Page-Hinkley,0,0,0,0.0,,,False,
naming,277,Boundary-Aware,12,2,10,0.038461538461538464,1400.0,25.0,True,1.7640191347775231
naming,278,ADWIN,0,0,0,0.0,,,False,
naming,278,Page-Hinkley,0,0,0,0.0,,,False,
naming,278,Boundary-Aware,15,4,11,0.07692307692307693,1400.0,25.0,True,1.8428357916802636
naming,279,ADWIN,0,0,0,0.0,,,False,
naming,279,Page-Hinkley,0,0,0,0.0,,,False,
naming,279,Boundary-Aware,9,4,5,0.07692307692307693,1425.0,50.0,True,2.5720671902936068
naming,280,ADWIN,0,0,0,0.0,,,False,
naming,280,Page-Hinkley,0,0,0,0.0,,,False,
naming,280,Boundary-Aware,3,2,1,0.038461538461538464,1900.0,525.0,True,2.312252954941821
naming,281,ADWIN,0,0,0,0.0,,,False,
naming,281,Page-Hinkley,0,0,0,0.0,,,False,
naming,281,Boundary-Aware,21,10,11,0.19230769230769232,1475.0,100.0,True,1.8342164637128602
naming,282,ADWIN,0,0,0,0.0,,,False,
naming,282,Page-Hinkley,0,0,0,0.0,,,False,
naming,282,Boundary-Aware,7,3,4,0.057692307692307696,1525.0,150.0,True,2.19295608650486
naming,283,ADWIN,0,0,0,0.0,,,False,
naming,283,Page-Hinkley,0,0,0,0.0,,,False,
naming,283,Boundary-Aware,17,6,11,0.11538461538461539,1425.0,50.0,True,1.9273080579480606
naming,284,ADWIN,0,0,0,0.0,,,False,
naming,284,Page-Hinkley,0,0,0,0.0,,,False,
naming,284,Boundary-Aware,6,2,4,0.038461538461538464,1425.0,50.0,True,3.023268946336127
naming,285,ADWIN,0,0,0,0.0,,,False,
naming,285,Page-Hinkley,0,0,0,0.0,,,False,
naming,285,Boundary-Aware,6,2,4,0.038461538461538464,1625.0,250.0,True,2.1070199254329856
naming,286,ADWIN,0,0,0,0.0,,,False,
naming,286,Page-Hinkley,0,0,0,0.0,,,False,
naming,286,Boundary-Aware,17,2,15,0.038461538461538464,1575.0,200.0,True,2.0989948383569685
naming,287,ADWIN,0,0,0,0.0,,,False,
naming,287,Page-Hinkley,0,0,0,0.0,,,False,
naming,287,Boundary-Aware,5,3,2,0.057692307692307696,1600.0,225.0,True,2.246272928918203
naming,288,ADWIN,0,0,0,0.0,,,False,
naming,288,Page-Hinkley,0,0,0,0.0,,,False,
naming,288,Boundary-Aware,8,1,7,0.019230769230769232,1500.0,125.0,True,2.1648664643448257
naming,289,ADWIN,0,0,0,0.0,,,False,
naming,289,Page-Hinkley,0,0,0,0.0,,,False,
naming,289,Boundary-Aware,2,2,0,0.038461538461538464,,,False,2.6367657114706073
naming,290,ADWIN,0,0,0,0.0,,,False,
naming,290,Page-Hinkley,0,0,0,0.0,,,False,
naming,290,Boundary-Aware,11,4,7,0.07692307692307693,1375.0,0.0,True,2.1561594272112665
naming,291,ADWIN,0,0,0,0.0,,,False,
naming,291,Page-Hinkley,0,0,0,0.0,,,False,
naming,291,Boundary-Aware,1,1,0,0.019230769230769232,,,False,2.647350942360209
naming,292,ADWIN,0,0,0,0.0,,,False,
naming,292,Page-Hinkley,0,0,0,0.0,,,False,
naming,292,Boundary-Aware,32,15,17,0.28846153846153844,1375.0,0.0,True,1.861602638888086
naming,293,ADWIN,0,0,0,0.0,,,False,
naming,293,Page-Hinkley,0,0,0,0.0,,,False,
naming,293,Boundary-Aware,12,2,10,0.038461538461538464,1600.0,225.0,True,2.4953355086804105
naming,294,ADWIN,0,0,0,0.0,,,False,
naming,294,Page-Hinkley,0,0,0,0.0,,,False,
naming,294,Boundary-Aware,11,5,6,0.09615384615384616,1750.0,375.0,True,2.5517207888444835
naming,295,ADWIN,0,0,0,0.0,,,False,
naming,295,Page-Hinkley,0,0,0,0.0,,,False,
naming,295,Boundary-Aware,8,2,6,0.038461538461538464,1800.0,425.0,True,2.6408327758481858
naming,296,ADWIN,0,0,0,0.0,,,False,
naming,296,Page-Hinkley,0,0,0,0.0,,,False,
naming,296,Boundary-Aware,4,3,1,0.057692307692307696,1450.0,75.0,True,1.9181568477215671
naming,297,ADWIN,0,0,0,0.0,,,False,
naming,297,Page-Hinkley,0,0,0,0.0,,,False,
naming,297,Boundary-Aware,1,1,0,0.019230769230769232,,,False,2.2280194797748405
naming,298,ADWIN,0,0,0,0.0,,,False,
naming,298,Page-Hinkley,0,0,0,0.0,,,False,
naming,298,Boundary-Aware,32,19,13,0.36538461538461536,1400.0,25.0,True,1.4426418031811474
naming,299,ADWIN,0,0,0,0.0,,,False,
naming,299,Page-Hinkley,0,0,0,0.0,,,False,
naming,299,Boundary-Aware,10,4,6,0.07692307692307693,1400.0,25.0,True,2.161509490930171
missingness,0,ADWIN,0,0,0,0.0,,,False,
missingness,0,Page-Hinkley,0,0,0,0.0,,,False,
missingness,0,Boundary-Aware,19,5,14,0.09615384615384616,1375.0,0.0,True,1.9775723958636675
missingness,1,ADWIN,0,0,0,0.0,,,False,
missingness,1,Page-Hinkley,0,0,0,0.0,,,False,
missingness,1,Boundary-Aware,9,2,7,0.038461538461538464,1475.0,100.0,True,2.193184771690445
missingness,2,ADWIN,0,0,0,0.0,,,False,
missingness,2,Page-Hinkley,0,0,0,0.0,,,False,
missingness,2,Boundary-Aware,7,2,5,0.038461538461538464,1475.0,100.0,True,1.8262763389015593
missingness,3,ADWIN,0,0,0,0.0,,,False,
missingness,3,Page-Hinkley,0,0,0,0.0,,,False,
missingness,3,Boundary-Aware,17,9,8,0.17307692307692307,1650.0,275.0,True,1.8454957608079336
missingness,4,ADWIN,0,0,0,0.0,,,False,
missingness,4,Page-Hinkley,0,0,0,0.0,,,False,
missingness,4,Boundary-Aware,1,1,0,0.019230769230769232,,,False,3.20176563143291
missingness,5,ADWIN,0,0,0,0.0,,,False,
missingness,5,Page-Hinkley,0,0,0,0.0,,,False,
missingness,5,Boundary-Aware,5,1,4,0.019230769230769232,1525.0,150.0,True,1.908030997313741
missingness,6,ADWIN,0,0,0,0.0,,,False,
missingness,6,Page-Hinkley,0,0,0,0.0,,,False,
missingness,6,Boundary-Aware,11,1,10,0.019230769230769232,1400.0,25.0,True,2.285663844728923
missingness,7,ADWIN,0,0,0,0.0,,,False,
missingness,7,Page-Hinkley,0,0,0,0.0,,,False,
missingness,7,Boundary-Aware,8,3,5,0.057692307692307696,1550.0,175.0,True,2.2630036182214153
missingness,8,ADWIN,0,0,0,0.0,,,False,
missingness,8,Page-Hinkley,0,0,0,0.0,,,False,
missingness,8,Boundary-Aware,3,3,0,0.057692307692307696,,,False,2.9363570990202557
missingness,9,ADWIN,0,0,0,0.0,,,False,
missingness,9,Page-Hinkley,0,0,0,0.0,,,False,
missingness,9,Boundary-Aware,12,5,7,0.09615384615384616,1475.0,100.0,True,1.7875197056113037
missingness,10,ADWIN,0,0,0,0.0,,,False,
missingness,10,Page-Hinkley,0,0,0,0.0,,,False,
missingness,10,Boundary-Aware,3,1,2,0.019230769230769232,1400.0,25.0,True,2.016661131904343
missingness,11,ADWIN,0,0,0,0.0,,,False,
missingness,11,Page-Hinkley,0,0,0,0.0,,,False,
missingness,11,Boundary-Aware,8,3,5,0.057692307692307696,1900.0,525.0,True,2.5403319643599667
missingness,12,ADWIN,0,0,0,0.0,,,False,
missingness,12,Page-Hinkley,0,0,0,0.0,,,False,
missingness,12,Boundary-Aware,7,3,4,0.057692307692307696,1950.0,575.0,True,2.083301119739903
missingness,13,ADWIN,0,0,0,0.0,,,False,
missingness,13,Page-Hinkley,0,0,0,0.0,,,False,
missingness,13,Boundary-Aware,13,2,11,0.038461538461538464,1375.0,0.0,True,2.3599049030430757
missingness,14,ADWIN,0,0,0,0.0,,,False,
missingness,14,Page-Hinkley,0,0,0,0.0,,,False,
missingness,14,Boundary-Aware,15,5,10,0.09615384615384616,1850.0,475.0,True,1.8750689518484531
missingness,15,ADWIN,0,0,0,0.0,,,False,
missingness,15,Page-Hinkley,0,0,0,0.0,,,False,
missingness,15,Boundary-Aware,17,11,6,0.21153846153846154,1400.0,25.0,True,2.2299139366992433
missingness,16,ADWIN,0,0,0,0.0,,,False,
missingness,16,Page-Hinkley,0,0,0,0.0,,,False,
missingness,16,Boundary-Aware,9,6,3,0.11538461538461539,1400.0,25.0,True,1.5682381579186135
missingness,17,ADWIN,0,0,0,0.0,,,False,
missingness,17,Page-Hinkley,0,0,0,0.0,,,False,
missingness,17,Boundary-Aware,3,1,2,0.019230769230769232,1600.0,225.0,True,2.210388994091139
missingness,18,ADWIN,0,0,0,0.0,,,False,
missingness,18,Page-Hinkley,0,0,0,0.0,,,False,
missingness,18,Boundary-Aware,4,4,0,0.07692307692307693,,,False,2.9996860969785892
missingness,19,ADWIN,0,0,0,0.0,,,False,
missingness,19,Page-Hinkley,0,0,0,0.0,,,False,
missingness,19,Boundary-Aware,4,1,3,0.019230769230769232,1825.0,450.0,True,2.2670043396368844
missingness,20,ADWIN,0,0,0,0.0,,,False,
missingness,20,Page-Hinkley,0,0,0,0.0,,,False,
missingness,20,Boundary-Aware,18,8,10,0.15384615384615385,1375.0,0.0,True,1.5117744560049584
missingness,21,ADWIN,0,0,0,0.0,,,False,
missingness,21,Page-Hinkley,0,0,0,0.0,,,False,
missingness,21,Boundary-Aware,10,3,7,0.057692307692307696,1375.0,0.0,True,1.8708821935304825
missingness,22,ADWIN,0,0,0,0.0,,,False,
missingness,22,Page-Hinkley,0,0,0,0.0,,,False,
missingness,22,Boundary-Aware,13,5,8,0.09615384615384616,1550.0,175.0,True,2.170314640885469
missingness,23,ADWIN,0,0,0,0.0,,,False,
missingness,23,Page-Hinkley,0,0,0,0.0,,,False,
missingness,23,Boundary-Aware,7,1,6,0.019230769230769232,1375.0,0.0,True,1.9628561914506364
missingness,24,ADWIN,0,0,0,0.0,,,False,
missingness,24,Page-Hinkley,0,0,0,0.0,,,False,
missingness,24,Boundary-Aware,13,8,5,0.15384615384615385,1575.0,200.0,True,1.725679857230053
missingness,25,ADWIN,0,0,0,0.0,,,False,
missingness,25,Page-Hinkley,0,0,0,0.0,,,False,
missingness,25,Boundary-Aware,7,2,5,0.038461538461538464,1525.0,150.0,True,2.1434382912616536
missingness,26,ADWIN,0,0,0,0.0,,,False,
missingness,26,Page-Hinkley,0,0,0,0.0,,,False,
missingness,26,Boundary-Aware,3,1,2,0.019230769230769232,1950.0,575.0,True,2.2324495172051058
missingness,27,ADWIN,0,0,0,0.0,,,False,
missingness,27,Page-Hinkley,0,0,0,0.0,,,False,
missingness,27,Boundary-Aware,5,4,1,0.07692307692307693,2075.0,700.0,True,2.774896431175671
missingness,28,ADWIN,0,0,0,0.0,,,False,
missingness,28,Page-Hinkley,0,0,0,0.0,,,False,
missingness,28,Boundary-Aware,1,1,0,0.019230769230769232,,,False,1.9150980020547883
missingness,29,ADWIN,0,0,0,0.0,,,False,
missingness,29,Page-Hinkley,0,0,0,0.0,,,False,
missingness,29,Boundary-Aware,4,1,3,0.019230769230769232,1750.0,375.0,True,2.735339948216681
missingness,30,ADWIN,0,0,0,0.0,,,False,
missingness,30,Page-Hinkley,0,0,0,0.0,,,False,
missingness,30,Boundary-Aware,4,2,2,0.038461538461538464,1850.0,475.0,True,2.320988435149042
missingness,31,ADWIN,0,0,0,0.0,,,False,
missingness,31,Page-Hinkley,0,0,0,0.0,,,False,
missingness,31,Boundary-Aware,15,11,4,0.21153846153846154,1825.0,450.0,True,2.1956332284257294
missingness,32,ADWIN,0,0,0,0.0,,,False,
missingness,32,Page-Hinkley,0,0,0,0.0,,,False,
missingness,32,Boundary-Aware,10,3,7,0.057692307692307696,1375.0,0.0,True,2.0138043648605897
missingness,33,ADWIN,0,0,0,0.0,,,False,
missingness,33,Page-Hinkley,0,0,0,0.0,,,False,
missingness,33,Boundary-Aware,11,3,8,0.057692307692307696,1450.0,75.0,True,2.100518823568437
missingness,34,ADWIN,0,0,0,0.0,,,False,
missingness,34,Page-Hinkley,0,0,0,0.0,,,False,
missingness,34,Boundary-Aware,1,1,0,0.019230769230769232,,,False,2.336083173024081
missingness,35,ADWIN,0,0,0,0.0,,,False,
missingness,35,Page-Hinkley,0,0,0,0.0,,,False,
missingness,35,Boundary-Aware,6,2,4,0.038461538461538464,1650.0,275.0,True,2.102771672396174
missingness,36,ADWIN,0,0,0,0.0,,,False,
missingness,36,Page-Hinkley,0,0,0,0.0,,,False,
missingness,36,Boundary-Aware,13,8,5,0.15384615384615385,1500.0,125.0,True,2.109489826497503
missingness,37,ADWIN,0,0,0,0.0,,,False,
missingness,37,Page-Hinkley,0,0,0,0.0,,,False,
missingness,37,Boundary-Aware,9,3,6,0.057692307692307696,1375.0,0.0,True,3.055921760018912
missingness,38,ADWIN,0,0,0,0.0,,,False,
missingness,38,Page-Hinkley,0,0,0,0.0,,,False,
missingness,38,Boundary-Aware,18,5,13,0.09615384615384616,1450.0,75.0,True,2.1327063712335512
missingness,39,ADWIN,0,0,0,0.0,,,False,
missingness,39,Page-Hinkley,0,0,0,0.0,,,False,
missingness,39,Boundary-Aware,11,7,4,0.1346153846153846,1625.0,250.0,True,1.8462863314150928
missingness,40,ADWIN,0,0,0,0.0,,,False,
missingness,40,Page-Hinkley,0,0,0,0.0,,,False,
missingness,40,Boundary-Aware,2,2,0,0.038461538461538464,,,False,2.580618816587615
missingness,41,ADWIN,0,0,0,0.0,,,False,
missingness,41,Page-Hinkley,0,0,0,0.0,,,False,
missingness,41,Boundary-Aware,9,4,5,0.07692307692307693,1800.0,425.0,True,2.248172214375871
missingness,42,ADWIN,0,0,0,0.0,,,False,
missingness,42,Page-Hinkley,0,0,0,0.0,,,False,
missingness,42,Boundary-Aware,8,4,4,0.07692307692307693,1500.0,125.0,True,1.9782350136640543
missingness,43,ADWIN,0,0,0,0.0,,,False,
missingness,43,Page-Hinkley,0,0,0,0.0,,,False,
missingness,43,Boundary-Aware,4,2,2,0.038461538461538464,1950.0,575.0,True,1.7516496045827739
missingness,44,ADWIN,0,0,0,0.0,,,False,
missingness,44,Page-Hinkley,0,0,0,0.0,,,False,
missingness,44,Boundary-Aware,8,3,5,0.057692307692307696,1400.0,25.0,True,2.7443456642073545
missingness,45,ADWIN,0,0,0,0.0,,,False,
missingness,45,Page-Hinkley,0,0,0,0.0,,,False,
missingness,45,Boundary-Aware,7,4,3,0.07692307692307693,1425.0,50.0,True,2.0956765032709566
missingness,46,ADWIN,0,0,0,0.0,,,False,
missingness,46,Page-Hinkley,0,0,0,0.0,,,False,
missingness,46,Boundary-Aware,4,2,2,0.038461538461538464,1825.0,450.0,True,2.446677402387789
missingness,47,ADWIN,0,0,0,0.0,,,False,
missingness,47,Page-Hinkley,0,0,0,0.0,,,False,
missingness,47,Boundary-Aware,14,8,6,0.15384615384615385,1500.0,125.0,True,2.271938356418251
missingness,48,ADWIN,0,0,0,0.0,,,False,
missingness,48,Page-Hinkley,0,0,0,0.0,,,False,
missingness,48,Boundary-Aware,5,1,4,0.019230769230769232,1625.0,250.0,True,2.083500628969015
missingness,49,ADWIN,0,0,0,0.0,,,False,
missingness,49,Page-Hinkley,0,0,0,0.0,,,False,
missingness,49,Boundary-Aware,8,3,5,0.057692307692307696,1375.0,0.0,True,2.0784981466176924
missingness,50,ADWIN,0,0,0,0.0,,,False,
missingness,50,Page-Hinkley,0,0,0,0.0,,,False,
missingness,50,Boundary-Aware,26,10,16,0.19230769230769232,1400.0,25.0,True,1.4811323848208484
missingness,51,ADWIN,0,0,0,0.0,,,False,
missingness,51,Page-Hinkley,0,0,0,0.0,,,False,
missingness,51,Boundary-Aware,3,3,0,0.057692307692307696,,,False,2.1668265100388178
missingness,52,ADWIN,0,0,0,0.0,,,False,
missingness,52,Page-Hinkley,0,0,0,0.0,,,False,
missingness,52,Boundary-Aware,2,2,0,0.038461538461538464,,,False,1.9266814824393745
missingness,53,ADWIN,0,0,0,0.0,,,False,
missingness,53,Page-Hinkley,0,0,0,0.0,,,False,
missingness,53,Boundary-Aware,13,7,6,0.1346153846153846,1525.0,150.0,True,1.9690910367440635
missingness,54,ADWIN,0,0,0,0.0,,,False,
missingness,54,Page-Hinkley,0,0,0,0.0,,,False,
missingness,54,Boundary-Aware,4,2,2,0.038461538461538464,1925.0,550.0,True,2.7698229757832795
missingness,55,ADWIN,0,0,0,0.0,,,False,
missingness,55,Page-Hinkley,0,0,0,0.0,,,False,
missingness,55,Boundary-Aware,2,2,0,0.038461538461538464,,,False,2.9549801443890367
missingness,56,ADWIN,0,0,0,0.0,,,False,
missingness,56,Page-Hinkley,0,0,0,0.0,,,False,
missingness,56,Boundary-Aware,17,6,11,0.11538461538461539,1375.0,0.0,True,1.828666942878436
missingness,57,ADWIN,0,0,0,0.0,,,False,
missingness,57,Page-Hinkley,0,0,0,0.0,,,False,
missingness,57,Boundary-Aware,19,9,10,0.17307692307692307,1400.0,25.0,True,1.5590250214747887
missingness,58,ADWIN,0,0,0,0.0,,,False,
missingness,58,Page-Hinkley,0,0,0,0.0,,,False,
missingness,58,Boundary-Aware,6,3,3,0.057692307692307696,1475.0,100.0,True,1.954396942948282
missingness,59,ADWIN,0,0,0,0.0,,,False,
missingness,59,Page-Hinkley,0,0,0,0.0,,,False,
missingness,59,Boundary-Aware,6,3,3,0.057692307692307696,1775.0,400.0,True,2.4152609076115366
missingness,60,ADWIN,0,0,0,0.0,,,False,
missingness,60,Page-Hinkley,0,0,0,0.0,,,False,
missingness,60,Boundary-Aware,21,10,11,0.19230769230769232,1450.0,75.0,True,1.7981809974246983
missingness,61,ADWIN,0,0,0,0.0,,,False,
missingness,61,Page-Hinkley,0,0,0,0.0,,,False,
missingness,61,Boundary-Aware,16,7,9,0.1346153846153846,1500.0,125.0,True,2.1525932686473177
missingness,62,ADWIN,0,0,0,0.0,,,False,
missingness,62,Page-Hinkley,0,0,0,0.0,,,False,
missingness,62,Boundary-Aware,8,3,5,0.057692307692307696,1425.0,50.0,True,1.9650363146263015
missingness,63,ADWIN,0,0,0,0.0,,,False,
missingness,63,Page-Hinkley,0,0,0,0.0,,,False,
missingness,63,Boundary-Aware,12,5,7,0.09615384615384616,1500.0,125.0,True,2.818425440631873
missingness,64,ADWIN,0,0,0,0.0,,,False,
missingness,64,Page-Hinkley,0,0,0,0.0,,,False,
missingness,64,Boundary-Aware,5,2,3,0.038461538461538464,1400.0,25.0,True,2.47399659638414
missingness,65,ADWIN,0,0,0,0.0,,,False,
missingness,65,Page-Hinkley,0,0,0,0.0,,,False,
missingness,65,Boundary-Aware,12,4,8,0.07692307692307693,1425.0,50.0,True,2.469077807825329
missingness,66,ADWIN,0,0,0,0.0,,,False,
missingness,66,Page-Hinkley,0,0,0,0.0,,,False,
missingness,66,Boundary-Aware,14,7,7,0.1346153846153846,1625.0,250.0,True,2.1302969270767287
missingness,67,ADWIN,0,0,0,0.0,,,False,
missingness,67,Page-Hinkley,0,0,0,0.0,,,False,
missingness,67,Boundary-Aware,3,3,0,0.057692307692307696,,,False,2.3315137836720066
missingness,68,ADWIN,0,0,0,0.0,,,False,
missingness,68,Page-Hinkley,0,0,0,0.0,,,False,
missingness,68,Boundary-Aware,9,2,7,0.038461538461538464,1675.0,300.0,True,2.361844246446064
missingness,69,ADWIN,0,0,0,0.0,,,False,
missingness,69,Page-Hinkley,0,0,0,0.0,,,False,
missingness,69,Boundary-Aware,1,1,0,0.019230769230769232,,,False,2.089901919635853
missingness,70,ADWIN,0,0,0,0.0,,,False,
missingness,70,Page-Hinkley,0,0,0,0.0,,,False,
missingness,70,Boundary-Aware,4,1,3,0.019230769230769232,1500.0,125.0,True,2.491201132911534
missingness,71,ADWIN,0,0,0,0.0,,,False,
missingness,71,Page-Hinkley,0,0,0,0.0,,,False,
missingness,71,Boundary-Aware,6,3,3,0.057692307692307696,1375.0,0.0,True,2.8416676982068325
missingness,72,ADWIN,0,0,0,0.0,,,False,
missingness,72,Page-Hinkley,0,0,0,0.0,,,False,
missingness,72,Boundary-Aware,2,2,0,0.038461538461538464,,,False,2.1502468373911725
missingness,73,ADWIN,0,0,0,0.0,,,False,
missingness,73,Page-Hinkley,0,0,0,0.0,,,False,
missingness,73,Boundary-Aware,10,3,7,0.057692307692307696,1450.0,75.0,True,2.0693502633686833
missingness,74,ADWIN,0,0,0,0.0,,,False,
missingness,74,Page-Hinkley,0,0,0,0.0,,,False,
missingness,74,Boundary-Aware,4,1,3,0.019230769230769232,2050.0,675.0,True,1.9703244190904572
missingness,75,ADWIN,0,0,0,0.0,,,False,
missingness,75,Page-Hinkley,0,0,0,0.0,,,False,
missingness,75,Boundary-Aware,15,7,8,0.1346153846153846,1375.0,0.0,True,1.735853581876838
missingness,76,ADWIN,0,0,0,0.0,,,False,
missingness,76,Page-Hinkley,0,0,0,0.0,,,False,
missingness,76,Boundary-Aware,2,1,1,0.019230769230769232,1875.0,500.0,True,2.2598540558722617
missingness,77,ADWIN,0,0,0,0.0,,,False,
missingness,77,Page-Hinkley,0,0,0,0.0,,,False,
missingness,77,Boundary-Aware,11,7,4,0.1346153846153846,1475.0,100.0,True,1.694712825434393
missingness,78,ADWIN,0,0,0,0.0,,,False,
missingness,78,Page-Hinkley,0,0,0,0.0,,,False,
